Author;ID;PIDs;Keywords
Luong Phu, Henry;0ee63a25-1ccd-4184-8092-434cbb1a23c0;1608149;software quality,static analysis,rule violation,automated repair,kvalitetssäkring,statiskt analys,regelbrott,automatisk reparation
LI, ZHEN;8fbca5b0-6252-47ab-8ee5-04ea5a9c1450;762870;
Sanchez Llado, Ferran;a28e942d-7f0a-4d0b-9d85-def80a9c4b67;1887432;machine learning,natural language processing,game ai,llm agents,reinforcement learning,maskininlärning,bearbetning av naturligt språk,ai för spel,llm-agenter,förstärkningsinlärning
Dubus, Gaël;1437;485806,465549,646701,465516,465427;modelling,nuclear,fuel,pwr,numerical,solver,convergence,qualification,sonification,rowing,sculler,sports,accelerometer
Wynen, Daan;92812e47-09fb-449b-bcd9-254ffd12e470;862363;convolutional kernel networks,convolutional neural networks,kernel methods,action recognition,computer vision,video
Ericsson, Andreas;541;1597512;convolutional neural network,cnn,breast cancer,computer aided diagnostics,data augmentation
Döringer Kana, Filip;542;1597512;convolutional neural network,cnn,breast cancer,computer aided diagnostics,data augmentation
Nikou, Alexandros;543;1040226,1776790;
Tumova, Jana;544;1040226,1649271,1776790,1578330,1578019,1932900;autonomous vehicle navigation,formal methods in robotics and automation,human factors,human-in-the-loop
Jonsson, Jacob;a3690660-099e-4cfd-b976-7a2728d7efc3;1281586;nlp,gan,gans,genertive adversarial networks,cot,cooperative training,generative models,language models
Bhatnagar, Kunal;545;1597402,1837768;adaptive sparsity,computational neuroscience,rewiring,structural plasticity,brain-like computing,neural networks,hebbian learning,adaptiv gleshet,beräkningsneurovetenskap,omkoppling,strukturell plasticitet,hjärnliknande beräkning,neurala nätverk,hebbskt lärande
Vällfors, Lisa;27286064-80a0-4e95-acaf-241a1e5205fd;1646064;natural language processing,information extraction,machine learning,random forests,coreference resolution,språkteknologi,informationsextraktion,maskininlärning,beslutsträdsinlärning,koreferenslösning
Borgström, Johannes;547;1539632;probabilistic programming,sequential monte carlo,operational semantics,functional programming,measure theory
Jacobson, Olof;ccaec948-f568-4087-a053-69ff85afb0d6;947314;
Isacson, Jonas;548;1107363;
Lindblom, Emil;549;1107363;
Franovic, Tin;d14de8dd-84cc-44cd-9dd0-8ac525ab2652;702436;
Luo, Yulian;946f3464-26d2-4200-abdd-cedd4db97d0a;1739088;literature-mining,single page application,graph database,litteraturbrytning,ensidig applikation,grafdatabas
Lundström, Anders;550;1477557;
Fernaeus, Ylva;551;1477557,974491;interaction design,impermanence,incompleteness,imperfection,wabi-sabi,materiality,design practice
Windlin, Charles;552;1477557;
Bogdan, Cristi;553;1477557;
Nikolic, Vladan;b0598c88-03d6-49e8-b253-ff1d1e7e20ec;865639;graph database,documents,ner,named entity recognition,named entity recognizer,relations
Eklund, Anna;554;1105777;
Jacobsson, Sofia;555;1105777;
Ramberg, Erik;3f1ef9cf-a3fc-4389-969d-98fdebbac13e;808066;qa,testing,quality assurance,scrum,software development,qa,testning,kvalitet,systemutveckling
Bouvin, Daniel;556;1700274;banking,behavior,behaviour,credit modelling,klarna,logistic regression,machine learning,neural networks,random forests,xgboost
Hamberg, Erik;557;1700274;banking,behavior,behaviour,credit modelling,klarna,logistic regression,machine learning,neural networks,random forests,xgboost
Megzari, Abdelmoujib;c2b138b5-0231-4d0d-bf91-018581d21359;1887932;critical node detection problem,critical node problem,particle swarm optimization,discrete partical swarm optimization
PÅLSSON, MÅRTEN;32c4d495-60fc-41d0-95ee-476c323bc910;754436;
Freider, Elias;a0b6cfe7-779c-4882-8a63-8294b54f9634;822446;navigation,path finding,crowd movement
Nguyen, Kim;62388c26-35a4-4f47-9779-28266e5f5bbe;668818;
LAGRÉE, PAUL;ca46ef96-d561-44be-ac43-94a2ed811bca;753259;
Poromaa, Erik Ragnar;fcd0a932-f369-484f-8c93-62aa293d93af;1093469;mcts tree search simulation
Larsson, Martin;1276;1784230,1593563;contraction hierarchies,customizable contraction hierarchies,vehicle routing problem,battery electric vehicles,mixed fleet,kontraktionshierarkier,anpassningsbara kontraktionshierarkier,ruttplanering,batteridrivna elfordon,blandad fordonsflotta,natural language processing,unsupervised learning,sentiment analysis,word embeddings,readability,språkteknologi,oövervakad inlärning,sentimentanalys,ordinbäddningar,läsbarhet
Jalap, Joakim;6b0fad5e-d4a7-410a-96ce-4f9a55c00021;754558;
Lindberg, Christian K. K.;dc6239ea-5c12-4f35-b65d-26499d21c62b;1820233;cybersickness,virtual reality,mixed reality,flight simulator,military,cybersjuka,virtuell verklighet,blandad verklighet,flygsimulator,militär
Uhlir, Adam;8cc4126d-7b84-4e63-8d6c-522ab6ed713c;1149005;
Moosbrugger, Paul;179dccfd-96d5-4e51-b1ad-e55cfb28255e;1799661;prototype pollution gadgets,dynamic taint analysis,forced branch execution,nodeprof instrumentation,truffle/graaljs
Stahre, Mattias;591;1710483,1432272;deeplearning,machine learning,dataset collection,annotation,labeling,transformer network,multi-modal,computer vision,natural language processing,embedding,layoutlmv2,docbank,djupinlärning,maskininlärning,datasamling,annotering,märkning,transformernätverk,multi-modulär,datorsyn,naturlig språkbehandling,inbäddning,layoutlmv2,docbank,cluster analysis,dbscan,parallelization,signal separation,unsupervised learning,klusteranalys,dbscan,parallellisering,signal separation,oövervakat lärande
Östlund, Fredrik;558;1700888,1897036;machine learning,supervised learning,reinforcement learning,power quality,statcom,maskininlärning,väglett lärande,förstärkningsinlärning,elkvalitet,statcom
Fahlman, Erik;559;1700888,1909318;large language model,tree of thought,analogous thinking,problem-solving,zero-shot problems,stora språkmodeller,avsiktsträd,analogt tänkande,problemlösning,initialförsöksproblem
Corcoran, Diarmuid;560;1199106;
Andimeh, Logman;561;1199106;
Ermedahl, Andreas;562;1199106;
Kreuger, Per;563;1199106;
Schulte, Christian;564;1199106,1468946;assembly manufacturing,constraint programming,robot planning and scheduling
Ramambason, Maia C.;e1ea4bd2-964c-4b83-ad1b-dffe4c91bc3d;1911804;energy communities,data physicalisation,sense-making,electricity representations,energigemenskaper,datafysikalisering,meningsskapande,representationer av elektriciteten
Jonsson, Therese;684b0d13-1a10-496d-9d74-c94efa9b41f1;1462909;
Gürdür, Didem;565;1179482;data visualization,information visualization,supply chain,automated warehouse,intelligent agent,cyber-physical systems,dashboard design,soar
Raizer, Klaus;566;1179482;data visualization,information visualization,supply chain,automated warehouse,intelligent agent,cyber-physical systems,dashboard design,soar
El-khoury, Jad;567;1179482;data visualization,information visualization,supply chain,automated warehouse,intelligent agent,cyber-physical systems,dashboard design,soar
GOUCHER, DANIEL;56c6202a-4fb4-4b52-9703-f1384d2c1894;753563;
HANSSON, KARL;4d32557c-4db0-487d-9cee-2a5ab24bd5d8;700143;
Nordmark, David E.G.;bb0ad707-783f-43d4-b1e8-9971a85df432;1784232;megaproject,small sample size,project management,random forest,critical success factors,feature selection,recursive feature elimination,megaprojekt,små dataurval,projektledning,random forest,kritiska framgångsfaktorer,variabel urval,rekursiv variabel eliminering
Chen, Xi;0dfd11d5-3cc7-4944-bab4-cd0faf6eb8d3;1501390;
Bonino Quintana, Joaquin;568;1464474;
Fagerlind, Sebastian;569;1464474;
Grana Gutiérrez, Braulio;310f7553-ce1f-4c94-90d9-9fcc43308e95;1149125;
Castro Leiva, Luis Alfonso;d4f7acc8-55f8-4472-bd35-b957ae6f0783;1164147;
Shafaat, Tallat Mahmood;ad19f415-93b3-4f29-b4db-1b5512078389;211208;structured overlay networks,distributed hash tables,dhts,network partitions,network mergers,network size estimation,lookup inconsistencies,gossiping
Boskos, Dmitris;570;936296;
Josilo, Sladana;571;1295997;computation offloading,fog computing,game theory,task placement,decentralized resource management
Dan, György;572;1295997;computation offloading,fog computing,game theory,task placement,decentralized resource management
Listo Zec, Edvin;c8cf4da5-5bef-4dc7-9d88-f6e659fcbaf0;1921206;decentralized learning,federated learning,deep learning,machine learning
Ramirez, Adrian;0acb5d17-622d-4a77-956d-98ae6bed002e;1149120;community detection,unbalanced communities,adaptive diffusion,decentralized algorithm,gemenskap detektering,obalanda gemenskaper,adaptativ diffusion,decentraliserad algoritm
Löf, Marcus;926;1116772,810822;blockchain colored coins transport industry bitcoin smart-property
Alkathiri, Abdul Aziz;573;1543377;
Giaretta, Lodovico;574;1543377,1751023;
Sahlgren, Magnus;575;1543377;
Schiess, Daniel;10bf7083-91fe-4956-b082-6b8f3655b225;703194;
Chen, Jingsheng;8f0e1588-7784-4e3a-8103-18079bb69942;1725013;highway driving scenario,autonomous driving,decision-making,hierarchy finite state machine,prediction algorithm,scenario för motorvägskörning,autonom körning,beslutsfattande,hierarkisk finite state machine,prediktionsalgoritm
Nordström, Didrik;ccc00b08-891b-436c-9478-d07fafa32326;842293;parameter,setting,declarative programming,lazy execution
Grenfeldt, Mattias;687;1841733,1596031;decompilation,go,runtime metadata,reverse engineering,dekompilering,go,körtidsmetadata,reverse engineering
Zhao, Wenquan;a0a29374-fc1a-4aae-a29c-b1dc5dbdbc23;1135693;active learning,deep learning,text classification
Gamba, Matteo;576;1857952,1882587,1936627;privacy,inference,homomorphic cryptography,integritet,slutledning,homomorfisk kryptografi
Englesson, Erik;577;1857952,1857950,1857944;label noise,noisy labels,robustness,gaussian noise,classification,log-ratio transform,compositional data analysis
Karimi Valdani, Adrian;33bc4678-38ae-4959-92f2-6139850a3d3b;1912371;deep learning,3d convolutions,football action recognition,djupinlärning,3d faltning,aktivitetigenkänning fotboll
Karlbrg, Tobias;578;1795168;deep learning,u-net,earthquake-induced building damage,vhr satellite imagery,djup maskininlärning,u-net,byggnadsskador,jordbävning,satellitbilder
Malmgren, Jennifer;579;1795168;deep learning,u-net,earthquake-induced building damage,vhr satellite imagery,djup maskininlärning,u-net,byggnadsskador,jordbävning,satellitbilder
Carpentier, Benjamin;ac784305-bb05-48d3-982a-817bef1e57e1;1584546;satellite image time series,remote sensing,land cover classification,deep learning,convolutional neural network,tidsserier av satellitbilder,fjärranalys,classificering,djupinlärning,konvolutionelltneuralt nätverk
Mellberg, Robert;637;1713873,1605633;5g,deep learning,machine learning,predictions,electrical power,5g,djupinlärning,maskininlärning,förutsägelser,elektrisk effekt
Moazez Gharebagh, Sara;563ac16f-8558-4548-b419-3144c2526d97;1789091;tensorflow.js,javascript,artificial neural networks,deep learning,recurrent neural networks,long short-term memory,gatedrecurrent units,tensorflow.js,javascript,artificiella neurala nätverk,djupinlärning,recurrent neural networks,long short-term memory,gatedrecurrent units
von Essen, Benjamin;479cd90f-1d1c-4aa7-91ca-5ee38274905c;1700265;lstm,empirical asset pricing,deep learning,representation learning,neural networks,lstm,empirisk tillgångsvärdering,djupinlärning,representationsinlärning,neurala nätverk
Coots, Ian;db1b6775-e341-44a3-b1c0-fcef0c0cd5e4;813615;
Cumbane, Silvino Pedro;580;1908969,1909001;processing frameworks,mobile call detail records (cdr),displaced population,disaster response,covid-19,deep learning,bilstm model,centrality measures,bearbetningsramverk,detaljerade register av mobilsamtal (cdr),förflyttad befolkning,katastrofinsats,covid-19,djupinlärning,bilstm-modellen,centralitetsmått
Bahceci, Oktay;1463;1118011,811087;information filtering,information retrieval,search engine,search engines,recommendation,music recommendation,personalized recommendation,personalised recommendation,context aware recommendation,recommender systems,statistical learning,artificial intelligence,machine learning,deep learning,neural networks,artificial neural networks,feed forward neural networks,convolutional neural networks,recurrent neural networks,deep neural networks,embedding,statistical learning,artificial intelligence,neural network,machine learning,support vector machine,twitter,stock forecasting.
Meldau, Eva-Lisa;27a0b340-f51e-426c-b62a-20c9a9d9e93f;1185934;de-identification,deep learning,recurrent neural networks,natural language processing,pharmacovigilance,medical language processing,privacy protection,adverse drug reactions
Eklind, Anna;197fbc33-f5c1-4a30-8600-06094f8e7819;1468018;
Ganesan, Aishwarya;c417e9f4-4a2f-4ff4-89fe-758dd8d4fa07;1856442;lane detection,deep q-learning,lane localization,reinforcement learning,filavkänning,djupinlärning med q-lärande,fillokalisation,förstärkningsinlärning
Finnman, Peter;582;927740;
Winberg, Max;583;927740;
Ammouri, Kevin;de9bd8bb-3c2a-4185-be5d-725e08a3ca6e;1590898;deep reinforcement learning,adversarial attacks,optimal attacks,building control,optimal control,energy efficiency,djup förstärkande inlärning,adversarial attacker,optimala attacker,byggnadskontroll,optimal kontroll,energieffektivitet
Serra, Franco;eacf234d-7262-4700-a9ce-da5389d27447;1707448;feature extraction network,visual odometry,imu,neural network,pose estimation,feature extraction,visuell odometri,imu,neuralt nätverk,poseuppskattning
Sundström, Isak;46b31d70-95dd-4e25-a128-f660629a2dab;1801193;deepfakes,face swap,lip sync,user study,deepfakes,face swap,lip sync,användarstudie
Babiker, Ayah;584;1894322;artificial intelligence,deepfake technology,infosec,scam,disinformation,artificiell intelligens,deepfake teknologi,informationssäkerhet,bedrägerier,desinformation
Basta, Tina;585;1894322;artificial intelligence,deepfake technology,infosec,scam,disinformation,artificiell intelligens,deepfake teknologi,informationssäkerhet,bedrägerier,desinformation
HEGSTAM, BJÖRN;7bc2f563-aceb-412d-b50c-5c18ceb8e71b;699691;
Hellström, Per;586;817838;
Jaccopucci, Victor;587;817838;
GALLART DEL BURGO, ADRIÀ;7db62d8b-b176-4c99-becc-a11a38744796;703068;
Alenskog Berg, Christoffer;588;1463781;
Tomsic, Niklas;589;1463781,1701492;wireless keyboards,penetration testing,radio frequency analysis,crazyradio,mousejack,enhanced shockburst,trådlösa tangentbord,penetrationstest,radiofrekvensanalys,crazyradio,mousejack,enhanced shockburst
Huang, James;872f94d4-3af0-4b4f-a1e4-2542280e60ea;668923,769349;
